label,text,pred,probability
0,This is largely attributed to regional bus operators opting for the digital advantage with real-time transactions and seat selection offered to customers.,0,"tensor([[4.0209, 0.0000]], device='cuda:0')"
0,"For those who came in late, the problem arose because both the comedies have protagonists who are young men suffering from premature balding.",0,"tensor([[4.0238, 0.0000]], device='cuda:0')"
0,"After coming to know about the incident, a police team from Varanasi reached Harsos village, but they were also attacked as villagers pelted stones at them, said the officer.",0,"tensor([[3.8168, 0.0000]], device='cuda:0')"
1,Please create manual invoice to MCV for the following item Contract 96001636 Price $2.46 Pipeline PEPL.,1,"tensor([[0.0000, 3.6231]], device='cuda:0')"
1,Please give me call at X.35840 by Friday morning to raise resolve the raised issue.,1,"tensor([[0.0000, 3.7257]], device='cuda:0')"
1,Please review my review of the transition period operating hour limitations.,1,"tensor([[0.0000, 4.3568]], device='cuda:0')"
0,The officials said the security personnel were alert to thwart any attempts by anti-national elements to target non-locals or to derail peace in the valley.,0,"tensor([[3.8540, 0.0000]], device='cuda:0')"
1,"Jeff, please call Kevin with scheduling changes in the future.",1,"tensor([[0.1105, 4.4992]], device='cuda:0')"
1,"The implementation of incorporating PJM West into PJM must occur on January 1, 2002 as planned.",0,"tensor([[2.8046, 0.6355]], device='cuda:0')"
1,Check with Bill Sherk to see what his progress has been regarding NCNG negotiations.,1,"tensor([[0.0000, 3.9373]], device='cuda:0')"
0,You will have an amazing time caring and looking after your furry friends.,0,"tensor([[4.3355, 0.0000]], device='cuda:0')"
0,"Besides the Aramco deal, Ambani has seen Jio emerge as the country's largest mobile telephony company -- a position that will consolidate further as his rivals Airtel and Vodafone grapple with the huge payout burden resulting from last week's Supreme Court verdict that upheld the validity of the government's demands on licence fee dues.",0,"tensor([[3.8674, 0.0000]], device='cuda:0')"
1,Please set up the following Sonat contract with ENA as agent for CES Pipeline Southern Natural Firmness Firm Service.,1,"tensor([[0.0000, 3.9943]], device='cuda:0')"
0,Firecrackers were also seized from Bangur.,0,"tensor([[4.0727, 0.0000]], device='cuda:0')"
1,"Email me the names of the candidates, whom you picked from my list!",1,"tensor([[0.0000, 3.6670]], device='cuda:0')"
1,Please let me know today when we can get these contracts assigned.,1,"tensor([[0.0000, 3.3707]], device='cuda:0')"
1,Please call me about this issue so we can discuss.,1,"tensor([[0.0000, 3.4574]], device='cuda:0')"
1,check and see if we need FERC license for ERCOT and Please let me know.,1,"tensor([[0.0000, 3.5510]], device='cuda:0')"
0,One bad deal in the past cannot possibly justify another one.,0,"tensor([[3.9951, 0.0000]], device='cuda:0')"
1,"please make sure Chris, they should be from local production.",1,"tensor([[0.0000, 3.7743]], device='cuda:0')"
0,What is TicketGoose's current growth rate and how many operators do you work with?,0,"tensor([[2.4443, 1.7285]], device='cuda:0')"
0,"The police said that Singh's family members took him to Sion hospital in a taxi, where he was declared dead.",0,"tensor([[4.3598, 0.0000]], device='cuda:0')"
0,Be careful about presuming what you consider is the truth.,0,"tensor([[3.5964, 0.2274]], device='cuda:0')"
1,Please ask Jeff to contact trader and let me know the status.,1,"tensor([[0.0000, 4.3770]], device='cuda:0')"
0,"According to police, the incident happened when an 11-member Crime Branch team from Jaunpur had come to the Varanasi village looking for the two wanted criminals who had allegedly shot a businessman after looting Rs 2.40 lakh from him on October 25.",0,"tensor([[3.7300, 0.0000]], device='cuda:0')"
0,"Initially, he was stuck at a depth of about 30 feet but subsequently slipped further down, and the body was finally pulled out from a depth of 88 feet.",0,"tensor([[3.9939, 0.0228]], device='cuda:0')"
1,"Jim, follow up with the DOE opportunity.",1,"tensor([[0.0000, 3.9612]], device='cuda:0')"
0,"Not just dominant groups, Congress will also have to attract the backward classes to gain momentum for the upcoming elections.",0,"tensor([[4.3181, 0.0000]], device='cuda:0')"
0,"Ambani, who is in talks with Saudi Arabian oil giant Aramco to sell one-fifth of his oil-to-chemical business in India for $15 billion, said the two countries have common factors to drive growth: technology, young demography and leadership.",0,"tensor([[4.4258, 0.0000]], device='cuda:0')"
0,We have done such projects with Delhi government and want to continue doing such projects.,0,"tensor([[3.9033, 0.0000]], device='cuda:0')"
1,Allocate them evenly among these teams.,1,"tensor([[0.0000, 3.8853]], device='cuda:0')"
1,Reserve the below date on your schedule for Tuesday and please attend the training.,1,"tensor([[0.0000, 4.2098]], device='cuda:0')"
1,"Steffes, please add this to the agenda for Thursday.",1,"tensor([[0.0000, 3.9425]], device='cuda:0')"
0,"As the global brokerage industry shifts to zero fees for trading and robots to give advice, one company in Singapore is deciding to buck the trend.",0,"tensor([[3.8625, 0.0000]], device='cuda:0')"
0,"Ayushmann says playing a man who suffers from alopecia, and how the disease affects his confidence, made him more empathetic towards people.",0,"tensor([[4.0340, 0.0000]], device='cuda:0')"
1,Let me know by 2pm so we have time to get it to her.,1,"tensor([[0.0471, 4.1164]], device='cuda:0')"
1,"Populate the attached worksheets on Stack Website for East, West Financial Gas Trader Access and return to me once complete.",1,"tensor([[0.0000, 4.3506]], device='cuda:0')"
1,Follow up and make sure the officers get set up correctly.,1,"tensor([[0.0000, 4.3707]], device='cuda:0')"
1,Please let me know what portion and percentage of charges are reimbursed by Enron Canada.,1,"tensor([[0.0000, 3.8618]], device='cuda:0')"
1,Let's meet on Monday to assess the issue.,1,"tensor([[0.0000, 3.5766]], device='cuda:0')"
0,Pakistan-based terrorists have been trying to disrupt peace in the Valley by consistently targeting locals and truck drivers.,0,"tensor([[4.2086, 0.0000]], device='cuda:0')"
1,Provide brief personal history of the two principals involved in Creekside.,1,"tensor([[0.2020, 3.6766]], device='cuda:0')"
1,Please let me know what time you will be out of the office for the month of November.,1,"tensor([[0.0000, 3.6374]], device='cuda:0')"
0,"People didn't find his joke funny and they didn't hesitate to lash out at the ""SNL"" cast member on Twitter.",0,"tensor([[4.2247, 0.0000]], device='cuda:0')"
1,Quickly create compact software demos that guide users through realistic simulation of any application.,1,"tensor([[0.0000, 3.5951]], device='cuda:0')"
0,"On Tuesday, Fadnavis, who is the only second chief minister in the state to complete the full five-year term, asserted he will be at the helm once again.",0,"tensor([[4.3088, 0.0000]], device='cuda:0')"
0,"Clashes also broke out at several places in Kashmir on Tuesday, leaving several persons injured.",0,"tensor([[4.0310, 0.2073]], device='cuda:0')"
0,"TicketGoose.com is one of India's oldest travel aggregators at the forefront of online bus ticketing, taxi and hotel bookings with an eye on adding flight tickets to our portfolio by year-end.
NORMAL	In June, we crossed one crore bus ticket bookings.
NORMAL	We as travel aggregators are committed to making a big impression in the mobility business with a robust network of bus operators, tour operators, fleet owners, hospitality partners and car rental services for the customer, said Karthikeyan when asked about the firm's overall objective.",0,"tensor([[4.1690, 0.0000]], device='cuda:0')"
0,has been a dispute between the two groups for a long time.,0,"tensor([[4.0490, 0.0000]], device='cuda:0')"
0,Initial information suggests there have been no injuries so far.,0,"tensor([[4.1386, 0.2619]], device='cuda:0')"
0,"The aircraft will deliver an unprecedented Xtra Long Range of up to 4,700nm - with 30 percent lower fuel burn per seat compared with previous generation competitor jets.",0,"tensor([[4.1463, 0.0000]], device='cuda:0')"
0,If you successfully do that it gives you the power to succeed in the matrix that you want to succeed.,0,"tensor([[3.8293, 0.3952]], device='cuda:0')"
1,I want all of you to meet this afternoon or tomorrow to discuss this.,1,"tensor([[0.0000, 3.7046]], device='cuda:0')"
0,"S-I Yadav and constable Rai, who suffered serious injuries, are undergoing treatment at Banaras Hindu University's Trauma Centre.",0,"tensor([[3.9725, 0.0000]], device='cuda:0')"
1,"Kay, please find Turbine Manifest that details delivery dates for all 24 turbines and bring to me.",1,"tensor([[0.0000, 3.8500]], device='cuda:0')"
0,"The rupee depreciated by 11 paise to 70.95 against the US dollar in morning trade on Wednesday, as investors were cautious ahead of the US Federal Reserve's interest rate decision.",0,"tensor([[3.8836, 0.0000]], device='cuda:0')"
0,It is a concern.,0,"tensor([[3.7370, 0.0000]], device='cuda:0')"
0,"While we were obviously hit in the first half of this year along with others in the sector, we hope to make good with a growth of 50% in our turnover as compared to last year.",0,"tensor([[4.2181, 0.0000]], device='cuda:0')"
1,"Please schedule and set up conference call between Jon Chapman, Sarah Gregory, Michelle and me regarding the data protection policy.",1,"tensor([[0.0000, 4.0696]], device='cuda:0')"
1,Test complex data sets in easily comprehendible ways and please let me know the outputs.,1,"tensor([[0.0000, 4.2014]], device='cuda:0')"
0,"Keeping these restrictions in mind, each section was demarcated for a specific conservation purpose.",0,"tensor([[3.7714, 0.0000]], device='cuda:0')"
1,"In Schedule 2, please add an attention line to Shazia Sarker.",1,"tensor([[0.0000, 4.4811]], device='cuda:0')"
0,"On Saturday, PWD Minister Sajjan Singh Verma, a staunch Nath loyalist, openly slammed Digvijaya Singh and Scindia for trying to corner their own government in the past.",0,"tensor([[4.2656, 0.0000]], device='cuda:0')"
0,"Landline and post-paid mobile phone services have been restored across the valley, but all Internet services continued to remain suspended since 5 August.",0,"tensor([[4.0529, 0.0000]], device='cuda:0')"
0,You cannot allow growth to affect you.,0,"tensor([[3.2622, 0.0000]], device='cuda:0')"
0,"Amid the ongoing shutdown and clashes, around 65,000 students in Kashmir appeared for the Class X annual examination on Tuesday, according to a report by The Indian Express.",0,"tensor([[3.9559, 0.0000]], device='cuda:0')"
0,We can do it.,0,"tensor([[3.6116, 0.0000]], device='cuda:0')"
1,Go to eMeet today and share your thoughts on this topic or on anything else you'd like to discuss.,1,"tensor([[0.0000, 3.8374]], device='cuda:0')"
1,Please verify the price and let me know what you find out.,1,"tensor([[0.0000, 3.8556]], device='cuda:0')"
0,The viaduct at Delhi Metro Green Line Inderlok-Brigadier Hoshiyar Singh corridor will be modified with the help of prefabricated steel platforms which will be constructed above the Punjabi Bagh roundabout.,0,"tensor([[4.0761, 0.0000]], device='cuda:0')"
1,Please let me know at your earliest convenience.,1,"tensor([[0.0000, 3.8569]], device='cuda:0')"
0,Many large PE firms launched impact vehicles this year.,0,"tensor([[3.9502, 0.0000]], device='cuda:0')"
1,"Doug, please confirm that have transposed the payment and the credit due to MichCon for the February 2002 Storage Invoice.",1,"tensor([[0.0000, 4.1951]], device='cuda:0')"
0,"Previously, the only player under the age of 18 who has played a Test in Australia this century is Shah's fellow countryman Mohammad Amir.",0,"tensor([[3.9399, 0.0000]], device='cuda:0')"
0,"Nobody has come forward to lodge a complaint.
NORMAL	Neither the individuals who objected nor the individuals who were heckled or the cinema hall management, the DCP said.",0,"tensor([[4.1921, 0.0532]], device='cuda:0')"
1,Please see the attachment below for items to be discussed and let me know if there are additional items to be added as soon as possible.,1,"tensor([[0.0000, 4.0208]], device='cuda:0')"
0,"Ever since the press critiqued the government's Rs 70,000 crore bailout package for BSNL-MTNL, BSNL supporters have called it ill-informed, and one-sided; it does not, for instance, take into account the tens of thousands of crores of private telecom debt that PSU banks will have to write off.",0,"tensor([[3.8801, 0.0000]], device='cuda:0')"
